run_ts,treated,estimator,spec,beta,pct_change,delta_logn,n_obs,n_controls,note,n_placebo,placebo_sd,placebo_mean,placebo_lo,placebo_hi,z,rank,rank_of,p_two_sided,p_floor,source,panel_start,panel_end,pretrend_lag_months
2026-08-27 18:56:48.595792,Bab el-Mandeb Strait,D_raw,annual_2025,0.4273296590012298,0.533157997759425,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Bab el-Mandeb Strait,D_raw,annual_2026,0.3548756403956258,0.4260033060472541,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Bab el-Mandeb Strait,D_raw,pretrend_-12mo,0.10163044505696103,0.10697430830095689,,308.0,,,13.0,0.17615923204077547,0.011457748554528522,-0.2252169473791401,0.2837765226566206,0.51188175299016,9.0,14.0,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,pooled,0.06614120138931318,0.06837756291212238,-0.225412545846291,748.0,13.0,,13.0,0.2172624233490613,-0.0045105775941458185,-0.38746838631435554,0.2812908665865082,0.32519097363628047,11.0,14.0,0.7857142857142857,0.07142857142857142,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,annual_2023,-0.1950345346372705,-0.17719375774976354,,,,partial year (post months only),,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,annual_2024,-0.07813284995629698,-0.07515844677806482,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,annual_2025,0.12484687846823256,0.1329749569233094,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,annual_2026,0.4750966764468295,0.6081696620996093,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_weekly,pretrend_-12mo,0.15860333076806904,0.17187300850727483,,308.0,,,13.0,0.22982778915049515,0.026804518989100832,-0.24966336356524463,0.4933906156172801,0.5734676919015398,7.0,14.0,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,pooled,0.1957366351945757,0.21620655714866976,0.10579167672273503,748.0,13.0,,13.0,0.08317439653151351,0.0017097877557926539,-0.10830446268389755,0.1400210980558074,2.3327713278360758,1.0,14.0,0.07142857142857142,0.07142857142857142,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,annual_2023,-0.3002461128047169,-0.25936408173395986,,,,partial year (post months only),,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,annual_2024,0.036080464081547935,0.03673926340748079,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,annual_2025,0.16438436027112055,0.17866726090792118,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,annual_2026,1.0201832489195357,1.7737029954734718,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_resid,pretrend_-12mo,0.17948133795850368,0.19659657292421073,,308.0,,,13.0,0.24048724673401234,0.0050328225181639225,-0.3086914823644391,0.40400962072142876,0.7253961189604627,8.0,14.0,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,pooled,0.17165583370261464,0.18726914486397428,0.03783791356258419,748.0,13.0,,13.0,0.10108870946883146,-1.1584335990816212e-05,-0.20501153758841625,0.10489390317317394,1.6981858700207806,3.0,14.0,0.21428571428571427,0.07142857142857142,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,annual_2023,-0.258020591408021,-0.22742067655293996,,,,partial year (post months only),,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,annual_2024,0.012428655162708769,0.012506211872759021,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,annual_2025,0.1618214369894874,0.17565029492125572,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,annual_2026,0.9114418001246932,1.4879070133541146,,,,,,,,,,,,,,,postgres,2022-01-01,2026-07-01,12
2026-08-27 18:56:48.595792,Strait of Hormuz,D_raw,pretrend_-12mo,0.1520817603115022,0.16425542242684665,,308.0,,,13.0,0.17615923204077547,0.011457748554528522,-0.2252169473791401,0.2837765226566206,0.798277842880375,7.0,14.0,,,postgres,2022-01-01,2026-07-01,12
